安新县    130632    0312
易县    130633    0312
曲阳县    130634    0312
蠡县    130635    0312
顺平县    130636    0312
博野县    130637    0312
雄县    130638    0312
涿州市    130681    0312
定州市    130682    0312
安国市    130683    0312
高碑店市    130684    0312
张家口市    130700    0313
桥东区    130702    0313
桥西区    130703    0313
宣化区    130705    0313
下花园区    130706    0313
万全区    130708    0313
崇礼区    130709    0313
张北县    130722    0313
康保县    130723    0313
沽源县    130724    0313
尚义县    130725    0313
蔚县    130726    0313
阳原县    130727    0313
怀安县    130728    0313
怀来县    130730    0313
涿鹿县    130731    0313
赤城县    130732    0313
承德市    130800    0314
双桥区    130802    0314
双滦区    130803    0314
鹰手营子矿区    130804    0314
承德县    130821    0314
兴隆县    130822    0314
滦平县    130824    0314
隆化县    130825    0314
丰宁满族自治县    130826    0314
宽城满族自治县    130827    0314
围场满族蒙古族自治县    130828    0314
平泉市    130881    0314
沧州市    130900    0317
新华区    130902    0317
运河区    130903    0317
沧县    130921    0317
青县    130922    0317
东光县    130923    0317
海兴县    130924    0317
盐山县    130925    0317
肃宁县    130926    0317
南皮县    130927    0317
吴桥县    130928    0317
献县    130929    0317
孟村回族自治县    130930    0317
泊头市    130981    0317
任丘市    130982    0317
黄骅市    130983    0317
河间市    130984    0317
廊坊市    131000    0316
安次区    131002    0316
广阳区    131003    0316
固安县    131022    0316
永清县    131023    0316
香河县    131024    0316
大城县    131025    0316
文安县    131026    0316
大厂回族自治县    131028    0316
霸州市    131081    0316
三河市    131082    0316
衡水市    131100    0318
桃城区    131102    0318
冀州区    131103    0318
枣强县    131121    0318
武邑县    131122    0318
武强县    131123    0318
饶阳县    131124    0318
安平县    131125    0318
故城县    131126    0318
景县    131127    0318
阜城县    131128    0318
深州市    131182    0318
山西省    140000
太原市    140100    0351
小店区    140105    0351
迎泽区    140106    0351
杏花岭区    140107    0351
尖草坪区    140108    0351
万柏林区    140109    0351
晋源区    140110    0351
清徐县    140121    0351
阳曲县    140122    0351
娄烦县    140123    0351
古交市    140181    0351
大同市    140200    0352
新荣区    140212    0352
平城区    140213    0352
云冈区    140214    0352
云州区    140215    0352
阳高县    140221    0352
天镇县    140222    0352
广灵县    140223    0352
灵丘县    140224    0352
浑源县    140225    0352
左云县    140226    0352
阳泉市    140300    0353
城区    140302    0353
矿区    140303    0353
郊区    140311    0353
平定县    140321    0353
盂县    140322    0353
长治市    140400    0355
潞州区    140403    0355
上党区    140404    0355
屯留区    140405    0355
潞城区    140406    0355
襄垣县    140423    0355
平顺县    140425    0355
黎城县    140426    0355
壶关县    140427    0355
长子县    140428    0355
武乡县    140429    0355
沁县    140430    0355
沁源县    140431    0355
晋城市    140500    0356
城区    140502    0356
沁水县    140521    0356
阳城县    140522    0356
陵川县    140524    0356
泽州县    140525    0356
高平市    140581    0356
朔州市    140600    0349
朔城区    140602    0349
平鲁区    140603    0349
山阴县    140621    0349
应县    140622    0349
右玉县    140623    0349
怀仁市    140681    0349
晋中市    140700    0354
榆次区    140702    0354
太谷区    140703    0354
榆社县    140721    0354
左权县    140722    0354
和顺县    140723    0354
昔阳县    140724    0354
寿阳县    140725    0354
祁县    140727    0354
平遥县    140728    0354
灵石县    140729    0354
介休市    140781    0354
运城市    140800    0359
盐湖区    140802    0359
临猗县    140821    0359
万荣县    140822    0359
闻喜县    140823    0359
稷山县    140824    0359
新绛县    140825    0359
绛县    140826    0359
垣曲县    140827    0359
夏县    140828    0359
平陆县    140829    0359
芮城县    140830    0359
永济市    140881    0359
河津市    140882    0359
忻州市    140900    0350
忻府区    140902    0350
定襄县    140921    0350
五台县    140922    0350
代县    140923    0350
繁峙县    140924    0350
宁武县    140925    0350
静乐县    140926    0350
神池县    140927    0350
五寨县    140928    0350
岢岚县    140929    0350
河曲县    140930    0350
保德县    140931    0350
偏关县    140932    0350
原平市    140981    0350
临汾市    141000    0357
尧都区    141002    0357
曲沃县    141021    0357
翼城县    141022    0357
襄汾县    141023    0357
洪洞县    141024    0357
古县    141025    0357
安泽县    141026    0357
浮山县    141027    0357
吉县    141028    0357
乡宁县    141029    0357
大宁县    141030    0357
隰县    141031    0357
永和县    141032    0357
蒲县    141033    0357
汾西县    141034    0357
侯马市    141081    0357
霍州市    141082    0357
吕梁市    141100    0358
离石区    141102    0358
文水县    141121    0358
交城县    141122    0358
兴县    141123    0358
临县    141124    0358
柳林县    141125    0358
石楼县    141126    0358
岚县    141127    0358
方山县    141128    0358
中阳县    141129    0358
交口县    141130    0358
孝义市    141181    0358
汾阳市    141182    0358
内蒙古自治区    150000
呼和浩特市    150100    0471
新城区    150102    0471
回民区    150103    0471
玉泉区    150104    0471
赛罕区    150105    0471
土默特左旗    150121    0471
托克托县    150122    0471
和林格尔县    150123    0471
清水河县    150124    0471
武川县    150125    0471
包头市    150200    0472
东河区    150202    0472
昆都仑区    150203    0472
青山区    150204    0472
石拐区    150205    0472
白云鄂博矿区    150206    0472
九原区    150207    0472
土默特右旗    150221    0472
固阳县    150222    0472
达尔罕茂明安联合旗    150223    0472
乌海市    150300    0473
海勃湾区    150302    0473
海南区    150303    0473
乌达区    150304    0473
赤峰市    150400    0476
红山区    150402    0476
元宝山区    150403    0476
松山区    150404    0476
阿鲁科尔沁旗    150421    0476
巴林左旗    150422    0476
巴林右旗    150423    0476
林西县    150424    0476
克什克腾旗    150425    0476
翁牛特旗    150426    0476
喀喇沁旗    150428    0476
宁城县    150429    0476
敖汉旗    150430    0476
通辽市    150500    0475
科尔沁区    150502    0475
科尔沁左翼中旗    150521    0475
科尔沁左翼后旗    150522    0475
开鲁县    150523    0475
库伦旗    150524    0475
奈曼旗    150525    0475
扎鲁特旗    150526    0475
霍林郭勒市    150581    0475
鄂尔多斯市    150600    0477
东胜区    150602    0477
康巴什区    150603    0477
达拉特旗    150621    0477
准格尔旗    150622    0477
鄂托克前旗    150623    0477
鄂托克旗    150624    0477
杭锦旗    150625    0477
乌审旗    150626    0477
伊金霍洛旗    150627    0477
呼伦贝尔市    150700    0470
海拉尔区    150702    0470
扎赉诺尔区    150703    0470
阿荣旗    150721    0470
莫力达瓦达斡尔族自治旗    150722    0470
鄂伦春自治旗    150723    0470
鄂温克族自治旗    150724    0470
陈巴尔虎旗    150725    0470
新巴尔虎左旗    150726    0470
新巴尔虎右旗    150727    0470
满洲里市    150781    0470
牙克石市    150782    0470
扎兰屯市    150783    0470
额尔古纳市    150784    0470
根河市    150785    0470
巴彦淖尔市    150800    0478
临河区    150802    0478
五原县    150821    0478
磴口县    150822    0478
乌拉特前旗    150823    0478
乌拉特中旗    150824    0478
乌拉特后旗    150825    0478
杭锦后旗    150826    0478
乌兰察布市    150900    0474
集宁区    150902    0474
卓资县    150921    0474
化德县    150922    0474
商都县    150923    0474
兴和县    150924    0474
凉城县    150925    0474
察哈尔右翼前旗    150926    0474
察哈尔右翼中旗    150927    0474
察哈尔右翼后旗    150928    0474
四子王旗    150929    0474
丰镇市    150981    0474
兴安盟    152200    0482
乌兰浩特市    152201    0482
阿尔山市    152202    0482
科尔沁右翼前旗    152221    0482
科尔沁右翼中旗    152222    0482
扎赉特旗    152223    0482
突泉县    152224    0482
锡林郭勒盟    152500    0479
二连浩特市    152501    0479
锡林浩特市    152502    0479
阿巴嘎旗    152522    0479
苏尼特左旗    152523    0479
苏尼特右旗    152524    0479
东乌珠穆沁旗    152525    0479
西乌珠穆沁旗    152526    0479
太仆寺旗    152527    0479
镶黄旗    152528    0479
正镶白旗    152529    0479
正蓝旗    152530    0479
多伦县    152531    0479
阿拉善盟    152900    0483
阿拉善左旗    152921    0483
阿拉善右旗    152922    0483
额济纳旗    152923    0483
辽宁省    210000
沈阳市    210100    024
和平区    210102    024
沈河区    210103    024
大东区    210104    024
皇姑区    210105    024
铁西区    210106    024
苏家屯区    210111    024
浑南区    210112    024
沈北新区    210113    024
于洪区    210114    024
辽中区    210115    024
康平县    210123    024
法库县    210124    024
新民市    210181    024
大连市    210200    0411
中山区    210202    0411
西岗区    210203    0411
沙河口区    210204    0411
甘井子区    210211    0411
旅顺口区    210212    0411
金州区    210213    0411
普兰店区    210214    0411
长海县    210224    0411
瓦房店市    210281    0411
庄河市    210283    0411
鞍山市    210300    0412
铁东区    210302    0412
铁西区    210303    0412
立山区    210304    0412
千山区    210311    0412
台安县    210321    0412
岫岩满族自治县    210323    0412
海城市    210381    0412
抚顺市    210400    0413
新抚区    210402    0413
东洲区    210403    0413
望花区    210404    0413
顺城区    210411    0413
抚顺县    210421    0413
新宾满族自治县    210422    0413
清原满族自治县    210423    0413
本溪市    210500    0414
平山区    210502    0414
溪湖区    210503    0414
明山区    210504    0414
南芬区    210505    0414
本溪满族自治县    210521    0414
桓仁满族自治县    210522    0414
丹东市    210600    0415
元宝区    210602    0415
振兴区    210603    0415
振安区    210604    0415
宽甸满族自治县    210624    0415
东港市    210681    0415
凤城市    210682    0415
锦州市    210700    0416
古塔区    210702    0416
凌河区    210703    0416
太和区    210711    0416
黑山县    210726    0416
义县    210727    0416
凌海市    210781    0416
北镇市    210782    0416
营口市    210800    0417
站前区    210802    0417
西市区    210803    0417
鲅鱼圈区    210804    0417
老边区    210811    0417
盖州市    210881    0417
大石桥市    210882    0417
阜新市    210900    0418
海州区    210902    0418
新邱区    210903    0418
太平区    210904    0418
清河门区    210905    0418
细河区    210911    0418
阜新蒙古族自治县    210921    0418
彰武县    210922    0418
辽阳市    211000    0419
白塔区    211002    0419
文圣区    211003    0419
宏伟区    211004    0419
弓长岭区    211005    0419
太子河区    211011    0419
辽阳县    211021    0419
灯塔市    211081    0419
盘锦市    211100    0427
双台子区    211102    0427
兴隆台区    211103    0427
大洼区    211104    0427
盘山县    211122    0427
铁岭市    211200    0410
银州区    211202    0410
清河区    211204    0410
铁岭县    211221    0410
西丰县    211223    0410
昌图县    211224    0410
调兵山市    211281    0410
开原市    211282    0410
朝阳市    211300    0421
双塔区    211302    0421
龙城区    211303    0421
朝阳县    211321    0421
建平县    211322    0421
喀喇沁左翼蒙古族自治县    211324    0421
北票市    211381    0421
凌源市    211382    0421
葫芦岛市    211400    0429
连山区    211402    0429
龙港区    211403    0429
南票区    211404    0429
绥中县    211421    0429
建昌县    211422    0429
兴城市    211481    0429
吉林省    220000
长春市    220100    0431
南关区    220102    0431
宽城区    220103    0431
朝阳区    220104    0431
二道区    220105    0431
绿园区    220106    0431
双阳区    220112    0431
九台区    220113    0431
农安县    220122    0431
榆树市    220182    0431
德惠市    220183    0431
公主岭市    220184    0431
吉林市    220200    0432
昌邑区    220202    0432
龙潭区    220203    0432
船营区    220204    0432
丰满区    220211    0432
永吉县    220221    0432
蛟河市    220281    0432
桦甸市    220282    0432
舒兰市    220283    0432
磐石市    220284    0432
四平市    220300    0434
铁西区    220302    0434
铁东区    220303    0434
梨树县    220322    0434
伊通满族自治县    220323    0434
双辽市    220382    0434
辽源市    220400    0437
龙山区    220402    0437
西安区    220403    0437
东丰县    220421    0437
东辽县    220422    0437
通化市    220500    0435
东昌区    220502    0435
二道江区    220503    0435
通化县    220521    0435
辉南县    220523    0435
柳河县    220524    0435
梅河口市    220581    0435
集安市    220582    0435
白山市    220600    0439
浑江区    220602    0439
江源区    220605    0439
抚松县    220621    0439
靖宇县    220622    0439
长白朝鲜族自治县    220623    0439
临江市    220681    0439
松原市    220700    0438
宁江区    220702    0438
前郭尔罗斯蒙古族自治县    220721    0438
长岭县    220722    0438
乾安县    220723    0438
扶余市    220781    0438
白城市    220800    0436
洮北区    220802    0436
镇赉县    220821    0436
通榆县    220822    0436
洮南市    220881    0436
大安市    220882    0436
延边朝鲜族自治州    222400    1433
延吉市    222401    1433
图们市    222402    1433
敦化市    222403    1433
珲春市    222404    1433
龙井市    222405    1433
和龙市    222406    1433
汪清县    222424    1433
安图县    222426    1433
黑龙江省    230000
哈尔滨市    230100    0451
道里区    230102    0451
南岗区    230103    0451
道外区    230104    0451
平房区    230108    0451
松北区    230109    0451
香坊区    230110    0451
呼兰区    230111    0451
阿城区    230112    0451
双城区    230113    0451
依兰县    230123    0451
方正县    230124    0451
宾县    230125    0451
巴彦县    230126    0451
木兰县    230127    0451
通河县    230128    0451
延寿县    230129    0451
尚志市    230183    0451
五常市    230184    0451
齐齐哈尔市    230200    0452
龙沙区    230202    0452
建华区    230203    0452
铁锋区    230204    0452
昂昂溪区    230205    0452
富拉尔基区    230206    0452
碾子山区    230207    0452
梅里斯达斡尔族区    230208    0452
龙江县    230221    0452
依安县    230223    0452
泰来县    230224    0452
甘南县    230225    0452
富裕县    230227    0452
克山县    230229    0452
克东县    230230    0452
拜泉县    230231    0452
讷河市    230281    0452
鸡西市    230300    0467
鸡冠区    230302    0467
恒山区    230303    0467
滴道区    230304    0467
梨树区    230305    0467
城子河区    230306    0467
麻山区    230307    0467
鸡东县    230321    0467
虎林市    230381    0467
密山市    230382    0467
鹤岗市    230400    0468
向阳区    230402    0468
工农区    230403    0468
南山区    230404    0468
兴安区    230405    0468
东山区    230406    0468
兴山区    230407    0468
萝北县    230421    0468
绥滨县    230422    0468
双鸭山市    230500    0469
尖山区    230502    0469
岭东区    230503    0469
四方台区    230505    0469
宝山区    230506    0469
集贤县    230521    0469
友谊县    230522    0469
宝清县    230523    0469
饶河县    230524    0469
大庆市    230600    0459
萨尔图区    230602    0459
龙凤区    230603    0459
让胡路区    230604    0459
红岗区    230605    0459
大同区    230606    0459
肇州县    230621    0459
肇源县    230622    0459
林甸县    230623    0459
杜尔伯特蒙古族自治县    230624    0459
伊春市    230700    0458
伊美区    230717    0458
乌翠区    230718    0458
友好区    230719    0458
嘉荫县    230722    0458
汤旺县    230723    0458
丰林县    230724    0458
大箐山县    230725    0458
南岔县    230726    0458
金林区    230751    0458
铁力市    230781    0458
佳木斯市    230800    0454
向阳区    230803    0454
前进区    230804    0454
东风区    230805    0454
郊区    230811    0454
桦南县    230822    0454
桦川县    230826    0454
汤原县    230828    0454
同江市    230881    0454
富锦市    230882    0454
抚远市    230883    0454
七台河市    230900    0464
新兴区    230902    0464
桃山区    230903    0464
茄子河区    230904    0464
勃利县    230921    0464
牡丹江市    231000    0453
东安区    231002    0453
阳明区    231003    0453
爱民区    231004    0453
西安区    231005    0453
林口县    231025    0453
绥芬河市    231081    0453
海林市    231083    0453
宁安市    231084    0453
穆棱市    231085    0453
东宁市    231086    0453
黑河市    231100    0456
爱辉区    231102    0456
逊克县    231123    0456
孙吴县    231124    0456
北安市    231181    0456
五大连池市    231182    0456
嫩江市    231183    0456
绥化市    231200    0455
北林区    231202    0455
望奎县    231221    0455
兰西县    231222    0455
青冈县    231223    0455
庆安县    231224    0455
明水县    231225    0455
绥棱县    231226    0455
安达市    231281    0455
肇东市    231282    0455
海伦市    231283    0455
大兴安岭地区    232700    0457
漠河市    232701    0457
加格达奇区    232718    0457
呼玛县    232721    0457
塔河县    232722    0457
上海市    310000    021
黄浦区    310101    021
徐汇区    310104    021
长宁区    310105    021
静安区    310106    021
普陀区    310107    021
虹口区    310109    021
杨浦区    310110    021
闵行区    310112    021
宝山区    310113    021
嘉定区    310114    021
浦东新区    310115    021
金山区    310116    021
松江区    310117    021
青浦区    310118    021
奉贤区    310120    021
崇明区    310151    021
江苏省    320000
南京市    320100    025
玄武区    320102    025
秦淮区    320104    025
建邺区    320105    025
鼓楼区    320106    025
浦口区    320111    025
栖霞区    320113    025
雨花台区    320114    025
江宁区    320115    025
六合区    320116    025
溧水区    320117    025
高淳区    320118    025
无锡市    320200    0510
锡山区    320205    0510
惠山区    320206    0510
滨湖区    320211    0510
梁溪区    320213    0510
新吴区    320214    0510
江阴市    320281    0510
宜兴市    320282    0510
徐州市    320300    0516
鼓楼区    320302    0516
云龙区    320303    0516
贾汪区    320305    0516
泉山区    320311    0516
铜山区    320312    0516
丰县    320321    0516
沛县    320322    0516
睢宁县    320324    0516
新沂市    320381    0516
邳州市    320382    0516
常州市    320400    0519
天宁区    320402    0519
钟楼区    320404    0519
新北区    320411    0519
武进区    320412    0519
金坛区    320413    0519
溧阳市    320481    0519
苏州市    320500    0512
虎丘区    320505    0512
吴中区    320506    0512
相城区    320507    0512
姑苏区    320508    0512
吴江区    320509    0512
常熟市    320581    0512
张家港市    320582    0512
昆山市    320583    0512
太仓市    320585    0512
南通市    320600    0513
通州区    320612    0513
崇川区    320613    0513
海门区    320614    0513
如东县    320623    0513
启东市    320681    0513
如皋市    320682    0513
海安市    320685    0513
连云港市    320700    0518
连云区    320703    0518
海州区    320706    0518
赣榆区    320707    0518
东海县    320722    0518
灌云县    320723    0518
灌南县    320724    0518
淮安市    320800    0517
淮安区    320803    0517
淮阴区    320804    0517
清江浦区    320812    0517
洪泽区    320813    0517
涟水县    320826    0517
盱眙县    320830    0517
金湖县    320831    0517
盐城市    320900    0515
亭湖区    320902    0515
盐都区    320903    0515
大丰区    320904    0515
响水县    320921    0515
滨海县    320922    0515
阜宁县    320923    0515
射阳县    320924    0515
建湖县    320925    0515
东台市    320981    0515
扬州市    321000    0514
广陵区    321002    0514
邗江区    321003    0514
江都区    321012    0514
宝应县    321023    0514
仪征市    321081    0514
高邮市    321084    0514
镇江市    321100    0511
京口区    321102    0511
润州区    321111    0511
丹徒区    321112    0511
丹阳市    321181    0511
扬中市    321182    0511
句容市    321183    0511
泰州市    321200    0523
海陵区    321202    0523
高港区    321203    0523
姜堰区    321204    0523
兴化市    321281    0523
靖江市    321282    0523
泰兴市    321283    0523
宿迁市    321300    0527
宿城区    321302    0527
宿豫区    321311    0527
沭阳县    321322    0527
泗阳县    321323    0527
泗洪县    321324    0527
浙江省    330000
杭州市    330100    0571
上城区    330102    0571
拱墅区    330105    0571
西湖区    330106    0571
滨江区    330108    0571
萧山区    330109    0571
余杭区    330110    0571
富阳区    330111    0571
临安区    330112    0571
临平区    330113    0571
钱塘区    330114    0571
桐庐县    330122    0571
淳安县    330127    0571
建德市    330182    0571
宁波市    330200    0574
海曙区    330203    0574
江北区    330205    0574
北仑区    330206    0574
镇海区    330211    0574
鄞州区    330212    0574
奉化区    330213    0574
象山县    330225    0574
宁海县    330226    0574
余姚市    330281    0574
慈溪市    330282    0574
温州市    330300    0577
鹿城区    330302    0577
龙湾区    330303    0577
瓯海区    330304    0577
洞头区    330305    0577
永嘉县    330324    0577
平阳县    330326    0577
苍南县    330327    0577
文成县    330328    0577
泰顺县    330329    0577
瑞安市    330381    0577
乐清市    330382    0577
龙港市    330383    0577
嘉兴市    330400    0573
南湖区    330402    0573
秀洲区    330411    0573
嘉善县    330421    0573
海盐县    330424    0573
海宁市    330481    0573
平湖市    330482    0573
桐乡市    330483    0573
湖州市    330500    0572
吴兴区    330502    0572
南浔区    330503    0572
德清县    330521    0572
长兴县    330522    0572
安吉县    330523    0572
绍兴市    330600    0575
越城区    330602    0575
柯桥区    330603    0575
上虞区    330604    0575
新昌县    330624    0575
诸暨市    330681    0575
嵊州市    330683    0575
金华市    330700    0579
婺城区    330702    0579
金东区    330703    0579
武义县    330723    0579
浦江县    330726    0579
磐安县    330727    0579
兰溪市    330781    0579
义乌市    330782    0579
东阳市    330783    0579
永康市    330784    0579
衢州市    330800    0570
柯城区    330802    0570
衢江区    330803    0570
常山县    330822    0570
开化县    330824    0570
龙游县    330825    0570
江山市    330881    0570
舟山市    330900    0580
定海区    330902    0580
普陀区    330903    0580
岱山县    330921    0580
嵊泗县    330922    0580
台州市    331000    0576
椒江区    331002    0576
黄岩区    331003    0576
路桥区    331004    0576
三门县    331022    0576
天台县    331023    0576
仙居县    331024    0576
温岭市    331081    0576
临海市    331082    0576
玉环市    331083    0576
丽水市    331100    0578
莲都区    331102    0578
青田县    331121    0578
缙云县    331122    0578
遂昌县    331123    0578
松阳县    331124    0578
云和县    331125    0578
庆元县    331126    0578
景宁畲族自治县    331127    0578
龙泉市    331181    0578
安徽省    340000
合肥市    340100    0551
瑶海区    340102    0551
庐阳区    340103    0551
蜀山区    340104    0551
包河区    340111    0551
长丰县    340121    0551
肥东县    340122    0551
肥西县    340123    0551
庐江县    340124    0551
巢湖市    340181    0551
芜湖市    340200    0553
镜湖区    340202    0553
鸠江区    340207    0553
弋江区    340209    0553
湾沚区    340210    0553
繁昌区    340212    0553
南陵县    340223    0553
无为市    340281    0553
蚌埠市    340300    0552
龙子湖区    340302    0552
蚌山区    340303    0552
禹会区    340304    0552
淮上区    340311    0552
怀远县    340321    0552
五河县    340322    0552
固镇县    340323    0552
淮南市    340400    0554
大通区    340402    0554
田家庵区    340403    0554
谢家集区    340404    0554
八公山区    340405    0554
潘集区    340406    0554
凤台县    340421    0554
寿县    340422    0554
马鞍山市    340500    0555
花山区    340503    0555
雨山区    340504    0555
博望区    340506    0555
当涂县    340521    0555
含山县    340522    0555
和县    340523    0555
淮北市    340600    0561
杜集区    340602    0561
相山区    340603    0561
烈山区    340604    0561
濉溪县    340621    0561
铜陵市    340700    0562
铜官区    340705    0562
义安区    340706    0562
郊区    340711    0562
枞阳县    340722    0562
安庆市    340800    0556
迎江区    340802    0556
大观区    340803    0556
宜秀区    340811    0556
怀宁县    340822    0556
太湖县    340825    0556
宿松县    340826    0556
望江县    340827    0556
岳西县    340828    0556
桐城市    340881    0556
潜山市    340882    0556
黄山市    341000    0559
屯溪区    341002    0559
黄山区    341003    0559
徽州区    341004    0559
歙县    341021    0559
休宁县    341022    0559
黟县    341023    0559
祁门县    341024    0559
滁州市    341100    0550
琅琊区    341102    0550
南谯区    341103    0550
来安县    341122    0550
全椒县    341124    0550
定远县    341125    0550
凤阳县    341126    0550
天长市    341181    0550
明光市    341182    0550
阜阳市    341200    1558
颍州区    341202    1558
颍东区    341203    1558
颍泉区    341204    1558
临泉县    341221    1558
太和县    341222    1558
阜南县    341225    1558
颍上县    341226    1558
界首市    341282    1558
宿州市    341300    0557
埇桥区    341302    0557
砀山县    341321    0557
萧县    341322    0557
灵璧县    341323    0557
泗县    341324    0557
六安市    341500    0564
金安区    341502    0564
裕安区    341503    0564
叶集区    341504    0564
霍邱县    341522    0564
舒城县    341523    0564
金寨县    341524    0564
霍山县    341525    0564
亳州市    341600    0558
谯城区    341602    0558
涡阳县    341621    0558
蒙城县    341622    0558
利辛县    341623    0558
池州市    341700    0566
贵池区    341702    0566
东至县    341721    0566
石台县    341722    0566
青阳县    341723    0566
宣城市    341800    0563
宣州区    341802    0563
郎溪县    341821    0563
泾县    341823    0563
绩溪县    341824    0563
旌德县    341825    0563
宁国市    341881    0563
广德市    341882    0563
福建省    350000
福州市    350100    0591
鼓楼区    350102    0591
台江区    350103    0591
仓山区    350104    0591
马尾区    350105    0591
晋安区    350111    0591
长乐区    350112    0591
闽侯县    350121    0591
连江县    350122    0591
罗源县    350123    0591
闽清县    350124    0591
永泰县    350125    0591
平潭县    350128    0591
福清市    350181    0591
厦门市    350200    0592
思明区    350203    0592
海沧区    350205    0592
湖里区    350206    0592
集美区    350211    0592
同安区    350212    0592
翔安区    350213    0592
莆田市    350300    0594
城厢区    350302    0594
涵江区    350303    0594
荔城区    350304    0594
秀屿区    350305    0594
仙游县    350322    0594
三明市    350400    0598
三元区    350404    0598
沙县区    350405    0598
明溪县    350421    0598
清流县    350423    0598
宁化县    350424    0598
大田县    350425    0598
尤溪县    350426    0598
将乐县    350428    0598
泰宁县    350429    0598
建宁县    350430    0598
永安市    350481    0598
泉州市    350500    0595
鲤城区    350502    0595
丰泽区    350503    0595
洛江区    350504    0595
泉港区    350505    0595
惠安县    350521    0595
安溪县    350524    0595
永春县    350525    0595
德化县    350526    0595
金门县    350527    0595
石狮市    350581    0595
晋江市    350582    0595
南安市    350583    0595
漳州市    350600    0596
芗城区    350602    0596
龙文区    350603    0596
龙海区    350604    0596
长泰区    350605    0596
云霄县    350622    0596
漳浦县    350623    0596
诏安县    350624    0596
东山县    350626    0596
南靖县    350627    0596
平和县    350628    0596
华安县    350629    0596
南平市    350700    0599
延平区    350702    0599
建阳区    350703    0599
顺昌县    350721    0599
浦城县    350722    0599
光泽县    350723    0599
松溪县    350724    0599
政和县    350725    0599
邵武市    350781    0599
武夷山市    350782    0599
建瓯市    350783    0599
龙岩市    350800    0597
新罗区    350802    0597
永定区    350803    0597
长汀县    350821    0597
上杭县    350823    0597
武平县    350824    0597
连城县    350825    0597
漳平市    350881    0597
宁德市    350900    0593
蕉城区    350902    0593
霞浦县    350921    0593
古田县    350922    0593
屏南县    350923    0593
寿宁县    350924    0593
周宁县    350925    0593
柘荣县    350926    0593
福安市    350981    0593
福鼎市    350982    0593
江西省    360000
南昌市    360100    0791
东湖区    360102    0791
西湖区    360103    0791
青云谱区    360104    0791
青山湖区    360111    0791
新建区    360112    0791
红谷滩区    360113    0791
南昌县    360121    0791
安义县    360123    0791
进贤县    360124    0791
景德镇市    360200    0798
昌江区    360202    0798
珠山区    360203    0798
浮梁县    360222    0798
乐平市    360281    0798
萍乡市    360300    0799
安源区    360302    0799
湘东区    360313    0799
莲花县    360321    0799
上栗县    360322    0799
芦溪县    360323    0799
九江市    360400    0792
濂溪区    360402    0792
